gID	Description	MMETSP_ID	KeggID	Kegg Definition	Module Definition	Submodule1
Skcos11086	CAMNT_0000260007	MMETSP0013_2-20120614|3373 	K12825	SF3A1, SAP114; splicing factor 3A subunit 1	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt17286	Locus13611v1rpkm6.57		K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	Malonate semialdehyde pathway, propanoyl-CoA => Acetyl-CoA [PATH:map01200 map00640]	Other carbohydrate metabolism
Throt17298	Locus13620v1rpkm6.56		K12611	DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	Decapping complex [PATH:map03018]	RNA processing
Skcos316	CAMNT_0000271927	MMETSP0013_2-20120614|9333 	K12611	DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	Decapping complex [PATH:map03018]	RNA processing
Skcos27471	CAMNT_0000302015	MMETSP0013_2-20120614|24377 	K12611	DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	Decapping complex [PATH:map03018]	RNA processing
Throt17320	Locus13635v1rpkm6.55		K00737	MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	N-glycan biosynthesis, complex type [PATH:map00510]	Glycan metabolism
Throt17333	Locus13648v1rpkm6.54		K12589	RRP42, EXOSC7; exosome complex component RRP42	Exosome, archaea [PATH:map03018]	RNA processing
Throt17333	Locus13648v1rpkm6.54		K12589	RRP42, EXOSC7; exosome complex component RRP42	Exosome, eukaryotes [PATH:map03018]	RNA processing
Skcos1032	CAMNT_0000282347	MMETSP0013_2-20120614|14543 	K12589	RRP42, EXOSC7; exosome complex component RRP42	Exosome, archaea [PATH:map03018]	RNA processing
Skcos1032	CAMNT_0000282347	MMETSP0013_2-20120614|14543 	K12589	RRP42, EXOSC7; exosome complex component RRP42	Exosome, eukaryotes [PATH:map03018]	RNA processing
Throt17347	Locus13658v1rpkm6.53		K12816	CDC40, PRP17; pre-mRNA-processing factor 17	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos24041	CAMNT_0000319497	MMETSP0013_2-20120614|33118 	K12816	CDC40, PRP17; pre-mRNA-processing factor 17	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos26645	CAMNT_0000305991	MMETSP0013_2-20120614|26365 	K12816	CDC40, PRP17; pre-mRNA-processing factor 17	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt17403	Locus13704v1rpkm6.49		K03353	APC6, CDC16; anaphase-promoting complex subunit 6	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos15814	CAMNT_0000298097	MMETSP0013_2-20120614|22418 	K03353	APC6, CDC16; anaphase-promoting complex subunit 6	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Throt17482	Locus13766v1rpkm6.45		K14312	NUP155; nuclear pore complex protein Nup155	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos15262	CAMNT_0000296803	MMETSP0013_2-20120614|21771 	K14312	NUP155; nuclear pore complex protein Nup155	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos19318	CAMNT_0000326471	MMETSP0013_2-20120614|36605 	K14312	NUP155; nuclear pore complex protein Nup155	Nuclear pore complex [PATH:map03013]	RNA processing
Throt17607	Locus13855v1rpkm6.36		K11155	DGAT1; diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Skcos8659	CAMNT_0000262835	MMETSP0013_2-20120614|4787 	K11155	DGAT1; diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	Triacylglycerol biosynthesis [PATH:map00561]	Lipid metabolism
Throt17638	Locus13876v1rpkm6.35		K02603	ORC1; origin recognition complex subunit 1	Origin recognition complex [PATH:map04110 map04111 map04113] [BR:ko03032]	Replication system
Skcos21276	CAMNT_0000311617	MMETSP0013_2-20120614|29178 	K02603	ORC1; origin recognition complex subunit 1	Origin recognition complex [PATH:map04110 map04111 map04113] [BR:ko03032]	Replication system
Throt17641	Locus13879v1rpkm6.35		K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, archaea [PATH:map03018]	RNA processing
Throt17641	Locus13879v1rpkm6.35		K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, eukaryotes [PATH:map03018]	RNA processing
Skcos9637	CAMNT_0000314589	MMETSP0013_2-20120614|30664 	K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, archaea [PATH:map03018]	RNA processing
Skcos9637	CAMNT_0000314589	MMETSP0013_2-20120614|30664 	K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, eukaryotes [PATH:map03018]	RNA processing
Skcos9788	CAMNT_0000258859	MMETSP0013_2-20120614|2799 	K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, archaea [PATH:map03018]	RNA processing
Skcos9788	CAMNT_0000258859	MMETSP0013_2-20120614|2799 	K03679	RRP4, EXOSC2; exosome complex component RRP4	Exosome, eukaryotes [PATH:map03018]	RNA processing
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]	Serine and threonine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]	Cysteine and methionine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17723	Locus13947v1rpkm6.28		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Ectoine biosynthesis, aspartate => ectoine [PATH:map01210 map01230 map00260]	Alkaloid and other secondary metabolite biosynthesis
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]	Serine and threonine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]	Cysteine and methionine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Throt17724	Locus13947v2rpkm0.82		K00928	lysC; aspartate kinase [EC:2.7.2.4]	Ectoine biosynthesis, aspartate => ectoine [PATH:map01210 map01230 map00260]	Alkaloid and other secondary metabolite biosynthesis
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]	Serine and threonine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]	Cysteine and methionine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01230 map00300]	Lysine metabolism
Skcos2306	CAMNT_0000274107	MMETSP0013_2-20120614|10423 	K00928	lysC; aspartate kinase [EC:2.7.2.4]	Ectoine biosynthesis, aspartate => ectoine [PATH:map01210 map01230 map00260]	Alkaloid and other secondary metabolite biosynthesis
Throt17730	Locus13952v1rpkm6.28		K10845	TTDA, GTF2H5, TFB5; TFIIH basal transcription factor complex TTD-A subunit	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Skcos7710	CAMNT_0000261083	MMETSP0013_2-20120614|3911 	K10845	TTDA, GTF2H5, TFB5; TFIIH basal transcription factor complex TTD-A subunit	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Throt17780	Locus13991v1rpkm6.25		K12864	CTNNBL1; beta-catenin-like protein 1	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt17781	Locus13991v2rpkm3.82		K12864	CTNNBL1; beta-catenin-like protein 1	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos1556	CAMNT_0000282375	MMETSP0013_2-20120614|14557 	K12864	CTNNBL1; beta-catenin-like protein 1	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos14889	CAMNT_0000290813	MMETSP0013_2-20120614|18776 	K12864	CTNNBL1; beta-catenin-like protein 1	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt17818	Locus14017v1rpkm6.23		K11517	HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Skcos26711	CAMNT_0000308443	MMETSP0013_2-20120614|27591 	K11517	HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Throt17846	Locus14036v1rpkm6.21		K03023	RPC82, POLR3C; DNA-directed RNA polymerase III subunit RPC3	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase
Skcos7719	CAMNT_0000260093	MMETSP0013_2-20120614|3416 	K03023	RPC82, POLR3C; DNA-directed RNA polymerase III subunit RPC3	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]	RNA polymerase
Throt17889	Locus14068v1rpkm6.19		K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Throt17889	Locus14068v1rpkm6.19		K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Skcos9168	CAMNT_0000267469	MMETSP0013_2-20120614|7104 	K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos9168	CAMNT_0000267469	MMETSP0013_2-20120614|7104 	K13998	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Throt17981	Locus14137v1rpkm6.15		K12733	PPIL1; peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos1462	CAMNT_0000280001	MMETSP0013_2-20120614|13370 	K12733	PPIL1; peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt18017	Locus14168v1rpkm6.13		K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Throt18019	Locus14168v3rpkm0.44_PRE		K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Skcos8662	CAMNT_0000262957	MMETSP0013_2-20120614|4848 	K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Skcos13769	CAMNT_0000264299	MMETSP0013_2-20120614|5519 	K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Skcos15805	CAMNT_0000298505	MMETSP0013_2-20120614|22622 	K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Skcos25531	CAMNT_0000312775	MMETSP0013_2-20120614|29757 	K03165	TOP3; DNA topoisomerase III [EC:5.99.1.2]	Bloom's syndrome complex [PATH:map03460] [BR:ko03400]	Repair system
Throt18091	Locus14224v1rpkm6.08		K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt18092	Locus14224v2rpkm2.73		K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos9381	CAMNT_0000259239	MMETSP0013_2-20120614|2989 	K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos14298	CAMNT_0000288671	MMETSP0013_2-20120614|17705 	K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos21333	CAMNT_0000316033	MMETSP0013_2-20120614|31386 	K01598	PPCDC, coaC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt18178	Locus14292v1rpkm6.04		K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism
Skcos3632	CAMNT_0000272799	MMETSP0013_2-20120614|9769 	K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]	Histidine metabolism
Throt18251	Locus14351v1rpkm5.99		K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860]	Cofactor and vitamin biosynthesis
Skcos10068	CAMNT_0000253667	MMETSP0013_2-20120614|203 	K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860]	Cofactor and vitamin biosynthesis
Throt18258	Locus14357v1rpkm5.99		K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos4866	CAMNT_0000285955	MMETSP0013_2-20120614|16347 	K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos12336	CAMNT_0000259553	MMETSP0013_2-20120614|3146 	K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos20393	CAMNT_0000326361	MMETSP0013_2-20120614|36550 	K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Skcos26078	CAMNT_0000321661	MMETSP0013_2-20120614|34200 	K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]	DNA polymerase
Throt18268	Locus14366v1rpkm5.98		K05546	GANAB; alpha 1,3-glucosidase [EC:3.2.1.84]	N-glycan precursor trimming [PATH:map00510]	Glycan metabolism
Throt18268	Locus14366v1rpkm5.98		K05546	GANAB; alpha 1,3-glucosidase [EC:3.2.1.84]	N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513]	Glycan metabolism
Skcos9975	CAMNT_0000265573	MMETSP0013_2-20120614|6156 	K05546	GANAB; alpha 1,3-glucosidase [EC:3.2.1.84]	N-glycan precursor trimming [PATH:map00510]	Glycan metabolism
Skcos9975	CAMNT_0000265573	MMETSP0013_2-20120614|6156 	K05546	GANAB; alpha 1,3-glucosidase [EC:3.2.1.84]	N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513]	Glycan metabolism
Throt18346	Locus14420v1rpkm5.93		K03355	APC8, CDC23; anaphase-promoting complex subunit 8	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos11331	CAMNT_0000253447	MMETSP0013_2-20120614|93 	K03355	APC8, CDC23; anaphase-promoting complex subunit 8	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Throt18370	Locus14438v1rpkm5.92		K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Throt18370	Locus14438v1rpkm5.92		K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Throt18370	Locus14438v1rpkm5.92		K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9134	CAMNT_0000264803	MMETSP0013_2-20120614|5771 	K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9134	CAMNT_0000264803	MMETSP0013_2-20120614|5771 	K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9134	CAMNT_0000264803	MMETSP0013_2-20120614|5771 	K00833	bioA; adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Throt18423	Locus14479v1rpkm5.89		K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos6991	CAMNT_0000287549	MMETSP0013_2-20120614|17144 	K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos22007	CAMNT_0000306275	MMETSP0013_2-20120614|26507 	K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos27273	CAMNT_0000316013	MMETSP0013_2-20120614|31376 	K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt18470	Locus14515v1rpkm5.86		K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	GABA (gamma-Aminobutyrate) shunt [PATH:map00250]	Other amino acid metabolism
Throt18611	Locus14623v1rpkm5.77		K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	NAD biosynthesis, aspartate => NAD [PATH:map00760]	Cofactor and vitamin biosynthesis
Skcos14850	CAMNT_0000289177	MMETSP0013_2-20120614|17958 	K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	NAD biosynthesis, aspartate => NAD [PATH:map00760]	Cofactor and vitamin biosynthesis
Skcos22202	CAMNT_0000315855	MMETSP0013_2-20120614|31297 	K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	NAD biosynthesis, aspartate => NAD [PATH:map00760]	Cofactor and vitamin biosynthesis
Throt18724	Locus14708v1rpkm5.71		K09680	coaW; type II pantothenate kinase [EC:2.7.1.33]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt18725	Locus14708v2rpkm0.99		K09680	coaW; type II pantothenate kinase [EC:2.7.1.33]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos8115	CAMNT_0000259051	MMETSP0013_2-20120614|2895 	K09680	coaW; type II pantothenate kinase [EC:2.7.1.33]	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]	Cofactor and vitamin biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C5 isoprenoid biosynthesis, non-mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, archaea [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, plants [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18833	Locus14795v2rpkm4.16		K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C5 isoprenoid biosynthesis, non-mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, archaea [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, plants [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos27472	CAMNT_0000301549	MMETSP0013_2-20120614|24144 	K01823	idi, IDI; isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map00900]	Terpenoid backbone biosynthesis
Throt18976	Locus14906v1rpkm5.56		K03142	TFIIH2, GTF2H2, SSL1; transcription initiation factor TFIIH subunit 2	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Skcos908	CAMNT_0000276955	MMETSP0013_2-20120614|11847 	K03142	TFIIH2, GTF2H2, SSL1; transcription initiation factor TFIIH subunit 2	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Throt18977	Locus14907v1rpkm5.56		K07441	ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Throt19036	Locus14954v1rpkm5.53		K00731	C1GALT1; glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]	O-glycan biosynthesis, mucin type core [PATH:map00512]	Glycan metabolism
Skcos13552	CAMNT_0000255483	MMETSP0013_2-20120614|1111 	K00731	C1GALT1; glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:2.4.1.122]	O-glycan biosynthesis, mucin type core [PATH:map00512]	Glycan metabolism
